Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type"">Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time"">Start Time</span>",Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count"">Jump Count</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit"">Total Grit</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow"">Avg Flow</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged"">Flagged</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_elapsed_speed"">Avg Elapsed Speed</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.dirt_distance"">Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_distance"">Newly Explored Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_dirt_distance"">Newly Explored Dirt Distance</span>"
1921940367,"Apr 14, 2018, 2:05:11 AM",Evening Run,Run,,2701,6.29,164.0,53,false,,activities/2057153759.fit.gz,86.18250274658203,,2701.0,2691.0,6293.60009765625,3.200000047683716,,86.94168090820312,,92.5,148.6999969482422,10.300000190734863,0.038133978843688965,,,73.0,71.92304992675781,164.0,147.95947265625,,,431.0,,11.0,53.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921940409,"Apr 11, 2018, 4:51:45 AM",Night Run,Run,,3057,7.14,160.0,47,false,,activities/2057153774.fit.gz,86.18250274658203,,3057.0,2999.0,7142.2998046875,3.5999999046325684,,97.60558319091797,,92.5,148.6999969482422,10.300000190734863,0.15121179819107056,,,74.0,71.30406951904297,160.0,144.91021728515625,,,496.0,,9.0,47.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921940428,"Apr 9, 2018, 2:02:23 AM",Evening Run,Run,,3118,7.18,165.0,65,false,,activities/2057153797.fit.gz,86.18250274658203,,3118.0,3118.0,7185.2001953125,3.0,,97.7608642578125,,92.5,148.6999969482422,10.199999809265137,0.06819573789834976,,,74.0,70.99807739257812,165.0,148.80885314941406,,,495.0,,,65.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921940443,"Apr 1, 2018, 9:30:43 PM",Afternoon Walk,Walk,,2058,3.22,131.0,5,false,,activities/2057153815.fit.gz,,,2058.0,1340.0,3222.60009765625,3.0999999046325684,,0.0,,255.89999389648438,457.5,0.0,-6.2558183670043945,,,58.0,56.45545196533203,131.0,123.9813003540039,,,163.0,,2.0,5.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921940471,"Apr 6, 2018, 7:18:25 AM",Night Run,Run,,3070,6.90,161.0,62,false,,activities/2057153811.fit.gz,86.18250274658203,,3070.0,2927.0,6905.7998046875,3.799999952316284,,97.91216278076172,,92.5,148.6999969482422,9.800000190734863,0.18969561159610748,,,76.0,70.7846908569336,161.0,148.89439392089844,,,486.0,,9.0,62.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921940507,"Apr 1, 2018, 8:32:57 PM",Afternoon Run,Run,,1130,1.27,139.0,3,false,,activities/2057153835.fit.gz,86.18250274658203,,1130.0,895.0,1277.300048828125,2.700000047683716,,0.0,,938.2999877929688,1070.199951171875,7.900000095367432,-10.279496192932129,,,61.0,55.53318405151367,139.0,124.94825744628906,,,85.0,,1.0,3.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921940563,"Mar 31, 2018, 6:30:11 AM",Night Run,Run,,2999,6.84,162.0,75,false,,activities/2057153858.fit.gz,86.18250274658203,,2999.0,2995.0,6841.5,4.0,,97.83785247802734,,92.5,148.6999969482422,10.399999618530273,0.16516846418380737,,,75.0,71.89595031738281,162.0,151.9923095703125,,,471.0,,6.0,75.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921940611,"Apr 1, 2018, 5:09:07 PM",Morning Walk,Walk,,12209,11.72,155.0,35,false,,activities/2057153859.fit.gz,,,12209.0,10457.0,11719.5,4.0,,910.940185546875,,437.79998779296875,1272.5,49.5,5.424293041229248,,,62.0,40.158016204833984,155.0,101.96118927001953,,,1198.0,,6.0,35.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921940622,"Mar 25, 2018, 4:13:46 PM",Morning Walk,Walk,,13538,16.29,158.0,50,false,,activities/2057153891.fit.gz,,,13538.0,7969.0,16293.099609375,21.799999237060547,,603.5552368164062,,112.69999694824219,589.0,44.099998474121094,-0.10556615889072418,,,55.0,47.18406677246094,158.0,126.15679168701172,,,1274.0,,6.0,50.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921940629,"Mar 17, 2018, 9:40:17 AM",Night Run,Run,,1315,3.00,157.0,19,false,,activities/2057153910.fit.gz,86.18250274658203,,1315.0,1312.0,3007.5,3.0,,18.557239532470703,,92.5,112.0,8.800000190734863,0.38237738609313965,,,74.0,68.71395874023438,157.0,143.60792541503906,,,202.0,,2.0,19.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921940635,"Mar 14, 2018, 5:59:17 PM",Morning Activity,Workout,,1875,0,109.0,4,false,,activities/2057153924.fit.gz,,,1875.0,1875.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,109.0,98.34186553955078,,,175.0,,7.0,4.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921940636,"Mar 15, 2018, 7:30:30 PM",Lunch Activity,Workout,,1191,0,110.0,3,false,,activities/2057153925.fit.gz,,,1191.0,1191.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,110.0,103.26364135742188,,,124.0,,11.0,3.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921940647,"Mar 19, 2018, 12:51:11 AM",Afternoon Run,Run,,1722,3.81,160.0,30,false,,activities/2057153908.fit.gz,86.18250274658203,,1722.0,1636.0,3815.699951171875,3.799999952316284,,31.87760353088379,,92.5,112.4000015258789,9.800000190734863,0.14152055978775024,,,73.0,67.89724731445312,160.0,146.86972045898438,,,265.0,,11.0,30.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921940679,"Mar 10, 2018, 10:29:42 PM",Afternoon Run,Run,,1606,3.44,155.0,20,false,,activities/2057153937.fit.gz,86.18250274658203,,1606.0,1547.0,3441.0,3.0,,24.18000030517578,,92.5,111.9000015258789,6.0,-0.017436791211366653,,,72.0,68.90361022949219,155.0,141.44656372070312,,,222.0,,16.0,20.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921940742,"Mar 9, 2018, 7:43:23 AM",Night Ride,Ride,,1710,0,131.0,5,false,,activities/2057153966.fit.gz,86.18250274658203,,1710.0,1710.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,131.0,116.24736785888672,,,237.0,,,5.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921940749,"Mar 10, 2018, 7:51:32 AM",Night Run,Run,,1574,3.58,158.0,21,false,,activities/2057153959.fit.gz,86.18250274658203,,1574.0,1574.0,3583.39990234375,3.5,,26.43319320678711,,92.5,111.9000015258789,9.899999618530273,0.0,,,73.0,66.4685287475586,158.0,141.82327270507812,,,233.0,,1.0,21.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921940762,"Feb 25, 2018, 6:29:24 AM",Night Ride,Ride,,713,0,120.0,2,false,,activities/2057153985.fit.gz,86.18250274658203,,713.0,713.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,120.0,112.28611755371094,,,57.0,,,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921940768,"Feb 25, 2018, 11:27:05 PM",Afternoon Ride,Ride,,315,0,122.0,1,false,,activities/2057153986.fit.gz,86.18250274658203,,315.0,315.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,122.0,116.86032104492188,,,41.0,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921940771,"Feb 27, 2018, 8:16:31 AM",Night Run,Run,,1768,3.57,158.0,23,false,,activities/2057153972.fit.gz,86.18250274658203,,1768.0,1603.0,3569.39990234375,3.4000000953674316,,25.737688064575195,,92.5,111.9000015258789,9.5,0.019611138850450516,,,73.0,67.78326416015625,158.0,143.2973175048828,,,243.0,,1.0,23.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921940773,"Feb 26, 2018, 8:08:52 PM",Lunch Run,Run,,1635,3.63,165.0,33,false,,activities/2057153974.fit.gz,86.18250274658203,,1635.0,1594.0,3637.300048828125,3.799999952316284,,25.85025978088379,,92.5,111.9000015258789,9.800000190734863,0.041239380836486816,,,72.0,68.05838012695312,165.0,148.25674438476562,,,240.0,,,33.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921940778,"Feb 8, 2018, 7:50:27 AM",Night Ride,Ride,,48542,0,131.0,122,false,,activities/2057153997.fit.gz,86.18250274658203,,48542.0,48542.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,131.0,99.55493927001953,,,215.0,,,122.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921940784,"Feb 23, 2018, 7:50:57 AM",Night Run,Run,,1589,3.64,162.0,25,false,,activities/2057153990.fit.gz,86.18250274658203,,1589.0,1503.0,3646.300048828125,3.4000000953674316,,25.583084106445312,,92.5,111.9000015258789,10.100000381469727,-0.013712530955672264,,,73.0,68.55622100830078,162.0,144.6686553955078,,,250.0,,,25.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923908666,"Oct 24, 2018, 2:55:18 AM",Treadmill ,Virtual Run,450 calories. ,1775,0,154.0,16,false,,activities/2059181146.fit.gz,86.18250274658203,,1775.0,1775.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,154.0,133.22084045410156,,,373.0,,12.0,16.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925696899,"Oct 25, 2018, 12:23:43 AM",Just one hill!,Run,,848,1.93,,,false,,activities/1925696899.gpx,86.18250274658203,,848.0,848.0,1935.800048828125,3.799999952316284,,79.90192413330078,,49.900001525878906,130.60000610351562,24.200000762939453,3.8485381603240967,,,,,,,,,243.7604217529297,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925746893,"Oct 25, 2018, 1:11:52 AM",Evening Ride,Ride,,1071,2.95,,,false,,activities/1925746893.gpx,86.18250274658203,,1071.0,1054.0,2955.39990234375,4.900000095367432,,46.99395751953125,,26.100000381469727,115.69999694824219,16.600000381469727,-1.556472897529602,,,,,,,,50.331119537353516,59.149635314941406,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925753702,"Oct 25, 2018, 1:34:01 AM",Evening Ride,Ride,,216,0.61,,,false,,activities/1925753702.gpx,86.18250274658203,,216.0,216.0,612.7999877929688,3.700000047683716,,0.0,,69.0999984741211,70.80000305175781,1.899999976158142,0.0,,,,,,,,28.393518447875977,6.838294982910156,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925777949,"Oct 25, 2018, 1:43:08 AM",Evening Run,Run,,306,0.85,,,false,,activities/1925777949.gpx,86.18250274658203,,306.0,306.0,855.2000122070312,4.0,,2.0703296661376953,,67.0,69.4000015258789,11.0,0.18709073960781097,,,,,,,,,91.53193664550781,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925807411,"Oct 25, 2018, 2:19:14 AM",Kirkland,Run,,1406,3.32,163.0,19,false,,activities/2061130053.fit.gz,86.18250274658203,,1406.0,1367.0,3327.300048828125,3.200000047683716,,47.09396743774414,,10.199999809265137,68.4000015258789,10.399999618530273,-0.5079193115234375,,,75.0,75.0,163.0,143.32577514648438,,,246.0,,13.0,19.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927593646,"Oct 26, 2018, 1:03:05 AM",Bellevue,Run,,360,0.85,146.0,3,false,,activities/2062957478.fit.gz,86.18250274658203,,360.0,360.0,849.0999755859375,3.0,,17.919048309326172,,26.299999237060547,44.400001525878906,7.300000190734863,0.7890707850456238,,,,,146.0,138.59722900390625,,,65.0,,13.0,3.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927611547,"Oct 26, 2018, 1:17:46 AM",Bellevue,Run,,241,0.27,140.0,0,false,,activities/2062976262.fit.gz,86.18250274658203,,241.0,154.0,272.20001220703125,2.5999999046325684,,5.8604936599731445,,39.29999923706055,45.400001525878906,7.800000190734863,1.836884617805481,,,,,140.0,129.53932189941406,,,23.0,,13.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927727005,"Oct 26, 2018, 3:53:56 AM",Bellevue,Run,,3028,5.30,158.0,22,false,,activities/2063096698.fit.gz,86.18250274658203,,3028.0,3024.0,5303.2998046875,3.0,,83.10639190673828,,13.199999809265137,72.5,15.899999618530273,0.424264132976532,,,78.0,76.66415405273438,158.0,132.1910400390625,,,389.0,,13.0,22.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927727057,"Oct 26, 2018, 1:22:05 AM","Bellevue, Overlake Hospital Medical Center / Seattle",Run,,9107,18.43,172.0,77,false,,activities/2063096707.fit.gz,86.18250274658203,,9107.0,8114.0,18438.0,3.0999999046325684,,227.4835662841797,,-8.300000190734863,73.19999694824219,26.5,-0.08731966465711594,,,81.0,76.57237243652344,172.0,139.2541046142578,,,1295.0,,13.0,77.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929205138,"Oct 27, 2018, 12:45:30 AM",Evening run ,Walk,"",3112,6.80,,,false,,activities/1929205138.gpx,86.18250274658203,,3112.0,3056.0,6805.39990234375,3.5,,41.45256423950195,,6.5,40.0,15.300000190734863,-0.0146942138671875,,,,,,,,,88.50535583496094,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933100361,"Oct 28, 2018, 8:22:39 PM","Seattle, Green Lake Park",Run,,1838,4.55,148.0,22,false,,activities/2068649351.fit.gz,86.18250274658203,,1838.0,1838.0,4553.0,3.0999999046325684,,7.571774959564209,,49.70000076293945,55.0,5.900000095367432,-0.002196354093030095,,,77.0,76.40990447998047,148.0,141.4833984375,,,303.0,,13.0,22.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935033889,"Oct 30, 2018, 1:02:55 AM",Redmond,Run,,3004,8.42,168.0,72,false,,activities/2070652982.fit.gz,86.18250274658203,,3004.0,3004.0,8428.2998046875,4.099999904632568,,21.33730125427246,,5.199999809265137,16.600000381469727,11.800000190734863,0.0011864788830280304,,,93.0,78.0425796508789,168.0,152.25653076171875,,,689.0,,12.0,72.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936926610,"Oct 31, 2018, 1:15:45 AM",Kirkland,Run,,3208,7.97,156.0,36,false,,activities/2072601631.fit.gz,86.18250274658203,,3208.0,3208.0,7969.2001953125,3.5999999046325684,,53.301849365234375,,9.0,56.29999923706055,14.399999618530273,-0.013803142122924328,,,105.0,78.20349884033203,156.0,141.1319122314453,,,679.0,,12.0,36.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938692804,"Nov 1, 2018, 12:31:34 AM",Kirkland,Run,,215,0.36,136.0,0,false,,activities/2074411051.fit.gz,86.18250274658203,,215.0,151.0,366.29998779296875,3.9000000953674316,,0.0,,44.400001525878906,50.400001525878906,5.400000095367432,-0.8736009001731873,,,93.0,75.80921173095703,136.0,134.45394897460938,,,28.0,,13.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938692808,"Nov 1, 2018, 12:35:10 AM",Kirkland,Walk,,113,0.29,138.0,0,false,,activities/2074411056.fit.gz,,,113.0,113.0,289.20001220703125,3.799999952316284,,2.929765462875366,,22.200000762939453,32.5,4.699999809265137,-2.247579574584961,,,81.0,76.61946868896484,138.0,135.28318786621094,,,25.0,,13.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938692852,"Nov 1, 2018, 12:44:32 AM",Kirkland,Run,,4315,10.44,158.0,63,false,,activities/2074411059.fit.gz,86.18250274658203,,4315.0,4315.0,10441.099609375,5.199999809265137,,198.77297973632812,,7.800000190734863,69.19999694824219,33.29999923706055,0.03831014037132263,,,140.0,79.0757827758789,158.0,143.9253692626953,,,964.0,,14.0,63.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943712927,"Nov 3, 2018, 3:01:51 PM","Kirkland, Juanita Bay Park / Kirkland, South Kirkland Park & Ride",Run,,7420,21.33,167.0,229,false,,activities/2079588864.fit.gz,86.18250274658203,,7420.0,7420.0,21330.69921875,4.199999809265137,,172.58718872070312,,5.400000095367432,60.400001525878906,41.599998474121094,-0.012657812796533108,,,128.0,77.7752456665039,167.0,158.0339813232422,,,1779.0,,12.0,229.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946684436,"Nov 4, 2018, 10:37:21 PM",Monroe,Run,,2862,7.22,156.0,34,false,,activities/2082692664.fit.gz,86.18250274658203,,2862.0,2862.0,7219.2001953125,3.4000000953674316,,97.55237579345703,,92.5,148.6999969482422,10.800000190734863,0.005540780257433653,,,128.0,77.6902084350586,156.0,140.847900390625,,,622.0,,14.0,34.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948578013,"Nov 6, 2018, 2:06:42 AM",Redmond,Run,,3486,9.31,167.0,77,false,,activities/2084646237.fit.gz,86.18250274658203,,3486.0,3486.0,9318.099609375,4.599999904632568,,113.73703002929688,,12.600000381469727,118.4000015258789,12.100000381469727,-0.0010731801157817245,,,140.0,76.9693832397461,167.0,151.42861938476562,,,795.0,,11.0,77.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952360480,"Nov 8, 2018, 2:07:02 AM",Kirkland / Bellevue,Run,,2249,6.81,164.0,60,false,,activities/2088532278.fit.gz,86.18250274658203,,2249.0,2249.0,6809.2001953125,3.700000047683716,,7.4874267578125,,47.900001525878906,51.5,13.800000190734863,0.004405803978443146,,,93.0,78.20338439941406,164.0,154.19003295898438,,,535.0,,6.0,60.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957210750,"Nov 10, 2018, 7:14:57 PM",Monroe,Run,,429,0.90,148.0,3,false,,activities/2093516477.fit.gz,86.18250274658203,,429.0,382.0,906.4000244140625,3.0999999046325684,,9.605555534362793,,116.19999694824219,127.0999984741211,8.199999809265137,0.8715798854827881,,,93.0,77.72703552246094,148.0,139.66929626464844,,,88.0,,7.0,3.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957210766,"Nov 10, 2018, 6:55:13 PM",Monroe,Run,,1180,2.80,165.0,9,false,,activities/2093516481.fit.gz,86.18250274658203,,1180.0,1180.0,2807.5,3.4000000953674316,,38.42885208129883,,92.5,122.0999984741211,10.100000381469727,0.22796082496643066,,,93.0,78.78831481933594,165.0,135.3336181640625,,,241.0,,7.0,9.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959659273,"Nov 11, 2018, 6:51:47 PM",Gold Bar / Sultan,Run,,10682,22.66,161.0,158,false,,activities/2096049942.fit.gz,86.18250274658203,,10682.0,10682.0,22663.5,3.9000000953674316,,604.4490356445312,,104.5999984741211,569.2000122070312,45.70000076293945,0.025591811165213585,,,163.0,76.45161437988281,161.0,144.31459045410156,,,2285.0,,8.0,158.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961587828,"Nov 13, 2018, 2:04:47 AM",Redmond,Run,,2487,7.60,193.0,97,false,,activities/2098019958.fit.gz,86.18250274658203,,2487.0,2487.0,7600.60009765625,4.0,,16.767574310302734,,5.199999809265137,16.200000762939453,15.100000381469727,0.0026313711423426867,,,140.0,78.2621841430664,193.0,166.64369201660156,,,630.0,,8.0,97.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963469892,"Nov 14, 2018, 1:05:07 AM",Kirkland / Bellevue,Run,,2433,6.86,156.0,45,false,,activities/2099936286.fit.gz,86.18250274658203,,2433.0,2433.0,6866.5,3.700000047683716,,10.746198654174805,,47.79999923706055,53.400001525878906,14.899999618530273,0.0,,,105.0,78.32689666748047,156.0,146.36468505859375,,,529.0,,11.0,45.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968733783,"Nov 17, 2018, 1:22:48 AM",Kirkland / Bellevue,Run,,2530,7.31,152.0,54,false,,activities/2105328688.fit.gz,86.18250274658203,,2530.0,2530.0,7312.2001953125,3.799999952316284,,10.758994102478027,,47.79999923706055,53.400001525878906,13.699999809265137,0.004102732520550489,,,116.0,78.7519760131836,152.0,147.25079345703125,,,562.0,,11.0,54.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970802584,"Nov 18, 2018, 2:17:54 AM",Evening Ride,Ride,,2141,0,146.0,21,false,,activities/2107504958.fit.gz,86.18250274658203,,2141.0,2141.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,,146.0,135.71556091308594,,,434.0,,5.0,21.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972398989,"Nov 18, 2018, 4:59:44 PM","Kirkland / Kirkland, Carillon Point’s Marina",Run,,1609,5.05,193.0,59,false,,activities/2109165973.fit.gz,86.18250274658203,,1609.0,1609.0,5053.5,4.0,,9.822883605957031,,6.300000190734863,15.600000381469727,6.599999904632568,-0.0672801062464714,,,105.0,79.4891357421875,193.0,163.26629638671875,,,390.0,,2.0,59.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976412886,"Nov 21, 2018, 2:24:16 AM","Redmond / Redmond, Willows Run Golf Club",Run,,3243,8.71,152.0,63,false,,activities/2113308346.fit.gz,86.18250274658203,,3243.0,3243.0,8718.7001953125,4.099999904632568,,26.75638198852539,,6.300000190734863,15.100000381469727,12.600000381469727,0.00114695995580405,,,116.0,77.51525115966797,152.0,145.98489379882812,,,712.0,,6.0,63.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979203036,"Nov 22, 2018, 4:58:40 PM",Monroe,Run,,3185,8.60,161.0,79,false,,activities/2116215390.fit.gz,86.18250274658203,,3185.0,3185.0,8603.7001953125,3.5,,132.60348510742188,,92.5,154.6999969482422,13.800000190734863,0.004649162758141756,,,93.0,79.02983093261719,161.0,151.1293487548828,,,756.0,,8.0,79.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985088483,"Nov 25, 2018, 3:28:54 PM",Seattle,Run,,17201,43.59,169.0,403,false,,activities/2122359090.fit.gz,86.18250274658203,,17201.0,17201.0,43595.6015625,3.700000047683716,,288.64178466796875,,5.699999809265137,67.0999984741211,44.70000076293945,-0.004358238074928522,,,163.0,79.03854370117188,169.0,151.10142517089844,,,3630.0,,4.0,403.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988751946,"Nov 28, 2018, 2:23:24 AM",Redmond,Run,,2659,7.11,166.0,68,false,,activities/2126201621.fit.gz,86.18250274658203,,2659.0,2659.0,7114.7998046875,3.9000000953674316,,13.431227684020996,,5.199999809265137,16.200000762939453,10.800000190734863,0.0014055208303034306,,,140.0,76.55560302734375,166.0,154.6771697998047,,,574.0,,11.0,68.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993427086,"Nov 30, 2018, 10:44:44 PM","Kirkland / Kirkland, South Kirkland Park & Ride",Run,,5155,12.61,167.0,106,false,,activities/2131075496.fit.gz,86.18250274658203,,5155.0,5155.0,12613.7998046875,3.0999999046325684,,179.07342529296875,,6.300000190734863,92.69999694824219,41.70000076293945,0.0,,,163.0,78.07450103759766,167.0,148.4466094970703,,,1100.0,,9.0,106.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994771868,"Dec 1, 2018, 4:40:43 PM","Seattle, Seward Park",Run,,3067,7.44,161.0,53,false,,activities/2132484200.fit.gz,86.18250274658203,,3067.0,2967.0,7442.7998046875,3.299999952316284,,2.490000009536743,,6.199999809265137,8.800000190734863,4.599999904632568,0.004030741285532713,,,105.0,77.85261535644531,161.0,145.60134887695312,,,601.0,,4.0,53.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
