Activity Date,Elapsed Time,Distance,Max Heart Rate,Elapsed Time,Moving Time,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Max Cadence,Average Cadence,Average Heart Rate,Average Watts,Calories,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type"">Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time"">Start Time</span>",Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count"">Jump Count</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit"">Total Grit</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow"">Avg Flow</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged"">Flagged</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_distance"">Newly Explored Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_dirt_distance"">Newly Explored Dirt Distance</span>"
"May 31, 2019, 2:02:08 AM",4579,7.56,171,,3915,3.900000095,,354,,280,622.2999878,23.60000038,0.033071846,,140,69.1532135,155,,893,21,106,,,,,,,,,,,,,,,,9072.299805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 1, 2019, 1:22:29 AM",944,1.39,146,,944,2.400000095,,44,,135.1999969,163.6000061,16.70000076,0.186727956,,58,56.39936447,127,,122,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"May 31, 2019, 11:59:50 PM",4876,9.69,164,,4810,4.199999809,,372,,11.5,192.1000061,49.5,-0.014442667,,152,69.24417877,149,,1053,24,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 1, 2019, 7:36:10 PM",6683,26.62,160,,5880,10.30000019,,195,,0.899999976,122.5999985,31.70000076,0,,,,142,69.49289703,778,22,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 2, 2019, 3:27:14 PM",704,1.95,162,,704,3.200000048,,,,10.69999981,12.19999981,3,0,,93,78.16761017,155,,175,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 2, 2019, 4:00:15 PM",3494,10.23,178,,3447,3.900000095,,13,,5.199999809,14.19999981,19.79999924,0.010745755,,140,78.06413269,170,,994,22,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 4, 2019, 1:08:05 AM",4196,9.96,166,,4053,3.900000095,,143,,7,122,32.29999924,0.007022683,,117,75.22457886,152,,986,21,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 5, 2019, 12:52:21 AM",2951,7.16,164,,2951,3,,105,,92.5,148.6999969,10.19999981,0.01535048,,93,77.45950317,148,,699,23,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 6, 2019, 12:17:20 AM",6913,15.28,158,,6913,2.799999952,,242,,92.5,156.3999939,20.70000076,0.003926419,,105,77.17696381,145,,1535,19,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 8, 2019, 12:17:35 AM",3359,6.45,154,,3342,4.199999809,,139,,48.79999924,99.5,30.60000038,-0.018598884,,152,74.48008728,140,,662,13,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 8, 2019, 8:36:11 PM",2835,6.49,153,,2729,3.5,,6,,15.5,61.29999924,22.60000038,-0.57314539,,128,74.47732544,145,,605,18,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 9, 2019, 9:12:10 PM",3229,7.05,154,,3194,3,,89,,71.30000305,109,22.39999962,0.002835351,,163,75.83677673,140,,714,18,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 10, 2019, 11:40:28 PM",2402,0,141,,2402,0,,,,,,0,0,,,,122,,452,26,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 12, 2019, 3:03:53 AM",4174,9.47,152,,4157,3.099999905,,7,,9.100000381,22.70000076,8.800000191,0,,93,74.60354614,144,,925,26,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 15, 2019, 3:00:00 PM",24219,42.98,168,,24215,3.700000048,,903,,805.7000122,1213.699951,47.70000076,0.214055046,,221,61.70957565,145,,4302,18,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 16, 2019, 11:52:39 PM",2764,6.45,153,,2738,5.400000095,,9,,9.5,22.70000076,8.5,-0.195115909,,116,77.5916748,138,,601,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 18, 2019, 1:09:51 AM",3290,7.92,151,,3180,3.900000095,,7,,5.199999809,16.20000076,6.800000191,0.002522673,,129,77.30953217,141,,725,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 21, 2019, 1:10:20 AM",3695,8.32,160,,3695,3.299999952,,97,,120.5,164.8000031,31.39999962,0.008411945,,93,74.86008453,148,,716,19,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 15, 2019, 9:45:10 PM",2021,3.24,,,1854,4.699999809,,67.15036774,,804.2999878,888.7999878,48,-2.602012396,,,,,,343.0647278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 22, 2019, 3:36:14 PM",2763,6.63,165,2763,2763,3.099999905,,71,,125.4000015,159.3999939,36,0.028627824,,93,75.52246094,150,,613,13,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 23, 2019, 11:56:20 PM",3940,9.7,167,3940,3923,4.5,,23.92803001,,9.100000381,22.70000076,10,0.001029983,,105,76.08106232,144.6816254,,905,17,61,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 25, 2019, 12:43:42 AM",3640,7.33,167,3640,3620,5,,263,267,157,232,48.5,-0.06815239,,,,146,,770,26,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 26, 2019, 12:53:20 AM",3861,9.67,153,3861,3822,4.400000095,,34,36,14,28,10.30000019,-0.010338803,,,,143,,800,30,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 28, 2019, 1:14:02 AM",6855,13.41,167,6855,6849,4.900000095,,376,380,160,401,42.59999847,-0.022356693,,,,143,,1423,24,104,,,,,,,,,,,,,,,,15118.59961,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jun 30, 2019, 7:26:51 PM",2986,7.34,161,2986,2983,3.900000095,,109,104,916,948,27,0.068110615,,,,147,,641,32,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 1, 2019, 4:27:33 PM",2717,9.65,149,2717,2717,8.699999809,,54,58,,,0,0,,,,123,33.87486267,388,25,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 1, 2019, 5:52:34 PM",3537,8.9,168,3537,3535,5,,112,104,1276,1302,28.60000038,0.089808933,,,,154,,818,29,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 1, 2019, 4:32:10 PM",2440,9.65,149,2440,2416,8.699999809,,54,58,1268,1293,27.79999924,0.020723026,,,0,,58.18414307,389,25,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 2, 2019, 11:05:08 PM",2827,4.21,163,2827,2720,3.5,,227,225,922,1090,47.09999847,0.071253829,,100,67.89039612,,,536,30,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 3, 2019, 3:07:00 AM",613,1.87,142,613,600,4.599999905,,17,20,1119,1131,10.5,-0.213777989,,83,77.79666901,,,96,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 1, 2019, 6:58:33 PM",1393,1.88,132,1393,1255,2.799999952,,19,27,1279,1300,28.60000038,-0.477453589,,,55,,,195,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 3, 2019, 5:39:11 PM",5507,11.78,160,5507,4728,4,,116,118,1282,1307,12.89999962,-0.042443018,,84,76.36190033,,,1029,27,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 3, 2019, 7:52:00 PM",2131,3.17,126,2131,2103,2.700000048,,37,36,1280,1301,18.20000076,0.031486146,,,56,,,239,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 4, 2019, 4:37:03 PM",2945,6.52,155,2945,2701,6.099999905,,75,83,1298,1321,16,-0.168652162,,83,78.64631653,,,585,26,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 4, 2019, 10:52:12 PM",2639,6.14,141,2639,1901,7.900000095,,144,139,1160,1286,47.09999847,0.032531433,,,0,,42.54330826,365,31,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 5, 2019, 1:05:40 AM",1829,7.1,141,1829,1715,9.5,,49,48,1269,1291,12.5,0.056314234,,,0,,66.1987915,285,28,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 6, 2019, 2:59:08 AM",1225,3.66,131,1225,1027,9.199999809,,23,25,1272,1292,20,-0.054586641,,,0,,50.23506165,142,31,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 6, 2019, 3:44:18 AM",923,3.05,136,923,835,8,,24,25,1272,1291,11.10000038,0,,,0,,56.87531281,107,29,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 8, 2019, 12:21:55 AM",2733,7.15,164,2733,2728,4.800000191,,124,122,96,153,19.39999962,0.02794428,,87,79.36730194,,,579,27,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 9, 2019, 1:07:24 AM",3882,9.74,161,3882,3875,6.699999809,,167,161,8,85,42.09999847,0,,96,77.96963501,,,831,29,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 9, 2019, 12:42:00 AM",884,2.66,145,884,837,5.099999905,,25,27,12,19,19,-0.037486881,,82,78.86732483,,,136,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 10, 2019, 1:47:25 AM",2798,6.45,149,2798,2609,5.199999809,,56,57,7,19,25,0,,83,77.63932037,,,467,29,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 12, 2019, 1:11:00 AM",7070,8.97,154,7070,6825,4.800000191,,626,623,183,790,48,0,,94,70.42915344,,,1221,26,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 12, 2019, 11:57:45 PM",11591,11.26,141,11591,10644,4.199999809,,680,677,212,803,47.59999847,0.017762937,,93,60.87828445,,,1563,26,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 14, 2019, 12:53:33 AM",73,0.13,136,73,66,3.099999905,,5,1,94,97,16,2.255639076,,77,74.90322876,,,8,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 14, 2019, 12:59:11 AM",445,0.67,131,445,445,3,,10,11,70,80,20,-0.147928998,,,60,,,61,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 14, 2019, 1:07:10 AM",7717,14.41,157,7717,6522,3.799999952,,250,283,2,101,36.40000153,-0.277452171,,93,76.00031281,,,1272,29,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 14, 2019, 3:16:40 AM",577,0.48,153,577,445,1.899999976,,38,11,13,50,42.09999847,5.595854759,,,59,,,74,27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 14, 2019, 9:48:50 PM",609,1.37,138,609,602,3.200000048,,18,16,96,105,12.5,-0.073024683,,78,76.2558136,,,98,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 16, 2019, 12:39:26 AM",1185,1.22,123,1185,921,1.799999952,,14,2,35,49,21.10000038,1.058631897,,,54,,,158,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 15, 2019, 11:54:55 PM",2549,7.25,168,2549,2532,4.800000191,,21,20,29,33,7.5,-0.013781697,,83,77.45023346,,,565,27,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 17, 2019, 1:26:46 AM",2634,7.35,159,2634,2543,4,,31,36,-7,-1,19.39999962,0,,83,78.35765076,,,541,30,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 18, 2019, 11:56:44 PM",1669,5.02,162,1669,1664,4.300000191,,11,13,52,56,14.30000019,0.019896539,,83,81.21394348,,,368,26,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 18, 2019, 11:50:28 PM",145,0.35,121,145,140,3.200000048,,0,13,54,67,6.699999809,-3.640436888,,79,74.86956787,,,12,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 20, 2019, 12:04:33 AM",2573,6.49,149,2573,2552,3.700000048,,48,46,-5,11,16.20000076,0.030788651,,83,77.16404724,,,521,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 20, 2019, 3:09:11 AM",1009,3.22,162,1009,1004,4.800000191,,6,7,61,64,4.5,0.031031808,,85,76.67871857,,,196,25,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 20, 2019, 5:29:43 PM",20519,21.22,144,20519,13990,3.299999952,,687,668,-2,201,47.59999847,0.103672355,,89,60.62717438,,,2694,27,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 21, 2019, 9:00:43 PM",6512,7.6,151,6512,6015,3.700000048,,453,483,138,532,48,0.052583147,,101,63.84708786,,,981,29,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 23, 2019, 1:07:48 AM",2483,6.54,151,2483,2468,3.700000048,,34,36,-3,3,9.300000191,0.015289118,,82,76.24006653,,,517,31,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 23, 2019, 12:45:44 AM",635,1.72,151,635,583,5.400000095,,14,11,0,39,10.10000038,-2.147417307,,,,134,,116,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 26, 2019, 1:53:37 AM",4633,8.22,171,4633,3421,17.70000076,,348,355,286,628,47.59999847,-0.012159681,,95,69.49608612,,,722,27,62,,,,,,,,,,,,,,,,9938.599609,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 27, 2019, 10:08:07 PM",3283,7.29,156,3283,3266,3.299999952,,106,111,114,158,29.60000038,-0.027421301,,85,77.19791412,,,659,25,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 28, 2019, 1:33:03 AM",1198,9.12,142,1198,1198,10.69999981,,,,,,0,0,,120,83.85225677,,118.9899826,210,,5,,,,,,,,,139,1198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 28, 2019, 7:49:38 PM",896,3.21,130,896,896,10.69999981,,,,,,0,0,,91,84.78794861,,72.38057709,66,,1,,,,,,,,,107,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 28, 2019, 8:07:18 PM",1198,11.86,159,1198,1198,13.39999962,,,,,,0,0,,92,80.73789978,,222.9123535,276,,17,,,,,,,,,232,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 28, 2019, 8:30:47 PM",297,0,112,297,297,0,,,,,,0,0,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 28, 2019, 10:01:32 PM",2793,7.21,163,2793,2790,3.5,,113,108,89,145,18.79999924,0.041597914,,83,78.73190308,,,594,30,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 30, 2019, 1:47:46 AM",1798,15.22,149,1798,1798,10.69999981,,,,,,0,0,,117,86.69688416,,152.3392639,313,,8,,,,,,,,,172,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 31, 2019, 2:12:48 AM",1559,5,164,1559,1556,4,,12,24,11,24,4.300000191,-0.239856079,,83,78.00772095,,,309,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jul 31, 2019, 2:41:43 AM",1705,5.15,166,1705,1694,4.599999905,,20,7,11,24,9.899999619,0.213472024,,,,151,,388,29,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 2, 2019, 3:03:39 AM",2698,23.77,151,2698,2698,10.69999981,,,,,,0,0,,118,77.38287354,,168.2082977,521,,16,,,,,,,,,184,2690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 3, 2019, 4:30:42 PM",7243,20.92,164,7243,7210,4.300000191,,110,101,33,109,12.5,0.033451211,,83,77.05056763,,,1693,26,200,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 4, 2019, 5:39:24 PM",797,0.16,92,797,110,2.5,,5,3,111,115,40,1.838235259,,67,58.94285583,,,45,30,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 6, 2019, 1:07:55 AM",2693,7.66,162,2693,2662,9.100000381,,36,31,6,13,8.5,0.052198879,,80,76.82556152,,,584,32,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 7, 2019, 1:34:02 AM",1797,15,142,1797,1797,12.89999962,,,,,,0,0,,118,78.09237671,,152.690033,304,,7,,,,,,,,,178,1797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 7, 2019, 3:18:59 AM",1798,15.53,147,1798,1798,10.69999981,,,,,,0,0,,112,79.51223755,,162.3426056,327,,9,,,,,,,,,183,1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 9, 2019, 1:05:35 AM",3005,8.1,163,3005,3005,4.300000191,,100,103,134,178,40,-0.012341108,,82,76.1445694,,,689,26,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 10, 2019, 4:45:52 PM",3599,30.86,153,3599,3599,12.89999962,,,,,,0,0,,126,74.10752869,,168.4151154,709,,28,,,,,,,,,196,3599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 12, 2019, 1:52:15 AM",5398,50.05,154,5398,5398,10.69999981,,,,,,0,0,,113,82.29936981,,186.8362427,1116,,42,,,,,,,,,195,5398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 13, 2019, 1:07:30 AM",3091,8.9,161,3091,3058,6.599999905,,35,32,17,23,8.300000191,0.033709001,,83,77.29827881,,,692,29,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 14, 2019, 3:48:17 AM",2698,24.35,154,2698,2698,12.89999962,,,,,,0,0,,114,79.93328094,,179.5470734,547,,23,,,,,,,,,196,2697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 14, 2019, 4:45:27 AM",1198,7.79,120,1198,1198,9.699999809,,,,,,0,0,,114,77.90150452,,81.43656158,157,,3,,,,,,,,,88,1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 16, 2019, 1:19:30 AM",4500,8.48,167,4500,4007,3.799999952,,223,215,58,190,38.09999847,0.082498528,,94,74.35144043,,,880,29,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 18, 2019, 2:21:18 PM",23059,33.61,153,23059,23058,3.5,,1129,1110,836,1779,46.20000076,0.053556923,,93,64.129776,,,3760,25,108,,,,,,,,,,,0,,,,,38337.60156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 22, 2019, 12:53:48 AM",5681,11.21,167,5681,5352,3.599999905,,246,253,50,189,37,-0.044580366,,90,72.05445862,,,1052,25,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 23, 2019, 12:35:54 AM",13413,12.41,151,13413,8774,3.599999905,,1230,1223,256,1478,48.29999924,0.056397036,,104,63.3219986,,,2367,25,66,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 24, 2019, 4:34:42 PM",6279,9.55,150,6279,6084,3,,537,537,336,788,47.59999847,-0.010462331,,92,65.49832153,,,1064,24,30,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 25, 2019, 4:25:13 PM",5533,9.67,166,5533,5248,3.799999952,,509,520,323,804,45.5,-0.144764185,,93,71.60549164,,,879,23,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 28, 2019, 1:41:08 AM",5550,5.98,179,5550,5060,3.700000048,,486,486,51,554,47.59999847,-0.016716817,,96,61.88166428,,,937,31,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 29, 2019, 1:15:08 AM",5458,6.69,160,5458,5409,3.200000048,,559,566,223,807,46.20000076,-0.104544707,,93,64.31358337,,,1096,30,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 30, 2019, 1:14:37 AM",3818,8.24,166,3818,3816,3.799999952,,213,213,67,200,48,0,,93,73.64551544,,,799,27,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 30, 2019, 10:25:38 PM",221,0.25,112,221,180,1.799999952,,2,1,214,215,10.5,0,,61,58.46341324,,,25,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aug 30, 2019, 10:34:12 PM",15834,21.88,155,15834,15822,4.300000191,,1394,1400,213,1453,48,-0.018278195,,97,64.31663513,,,2691,24,91,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 2, 2019, 3:02:09 PM",611,1.19,135,611,600,2.799999952,,17,20,1229,1248,15.39999962,-0.167926118,,78,67.56666565,,,84,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 2, 2019, 3:18:46 PM",24639,36.48,153,24639,24634,3.700000048,,1374,1374,1148,1591,47.59999847,-0.002740619,,101,64.89067078,,,4093,26,105,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 6, 2019, 1:12:43 AM",5749,7.5,165,5749,5615,4.800000191,,604,605,165,772,48,-0.02664819,,96,65.748909,,,1118,28,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 7, 2019, 4:17:26 PM",10784,20.78,160,10784,10771,5.300000191,,572,538,19,459,48,0.182876945,,89,68.8000412,,,2041,25,103,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 7, 2019, 7:35:40 PM",2811,3.98,143,2811,2688,3.700000048,,38,69,24,71,47.59999847,-0.777917206,,,59,,,343,26,8,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 8, 2019, 8:09:05 PM",7583,14.03,163,7583,7582,4.400000095,,536,534,104,578,48,0.014246739,,92,70.88491821,,,1423,25,60,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 10, 2019, 1:05:43 AM",2775,7.59,155,2775,2770,4.699999809,,37,37,8,15,20,-0.013175057,,84,78.37833405,,,569,26,45,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 11, 2019, 3:04:47 AM",4498,39.49,145,4498,4498,10.69999981,,,,,,0,0,,122,74.89395142,,163.8359222,823,,19,,,,,,,,,174,4498,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 12, 2019, 2:36:06 AM",3539,8.49,163,3539,3346,4.300000191,,173,174,23,126,47.59999847,-0.035302009,,96,76.96547699,142,,733,26,52,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 13, 2019, 1:22:13 AM",5405,7.03,163,5405,5384,4.5,,561,611,167,772,48,-0.710742176,,99,64.27811432,132,,984,27,49,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 15, 2019, 8:55:25 PM",12753,14.4,158,12753,9520,3.200000048,,1133,1139,226,1233,47.59999847,-0.034714989,,94,62.84768677,124,,2100,21,98,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 17, 2019, 2:01:39 AM",5398,47.33,140,5398,5398,12.89999962,,,,,,0,0,,115,74.86902618,,165.4162598,1000,,24,,,,,,,,,174,5398,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 19, 2019, 1:27:59 AM",3063,7.59,162,3063,3056,4,,94,97,132,179,40,-0.052700922,,84,76.57984161,145,,657,27,52,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sep 20, 2019, 1:12:34 AM",4897,7.01,144,4897,4320,3.799999952,,206,209,136,293,40,-0.071306333,,80,62.18164444,114,,692,23,16,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
